,Date,Price,SMA,EMA,RSI,Price_Return
0,2020-01-01,52.34,52.34,50.882,0.0,
1,2020-01-02,50.89,50.89,50.88466666666667,0.0,-0.02770347726404285
2,2020-01-03,47.62,47.62,49.79644444444445,0.0,-0.06425623894674795
3,2020-01-04,51.16,51.16,50.25096296296297,0.0,0.07433851322973539
4,2020-01-05,52.4,52.4,50.96730864197532,50.02627430373095,0.024237685691946873
5,2020-01-06,50.79,50.882,50.908205761316886,49.159799470705934,-0.030725190839694647
6,2020-01-07,51.02,50.571999999999996,50.9454705075446,49.31655968640573,0.004528450482378499
7,2020-01-08,50.99,50.598,50.9603136716964,49.291779388375026,-0.0005880047040376545
8,2020-01-09,51.3,51.272,51.07354244779761,49.618768269884576,0.00607962345557943
9,2020-01-10,50.21,51.3,50.78569496519841,48.25123510836645,-0.02124756335282644
10,2020-01-11,48.66,50.862,50.07712997679894,45.9978044284488,-0.030870344552877998
11,2020-01-12,48.9,50.436,49.68475331786596,46.48156308052858,0.004932182490752199
12,2020-01-13,51.13,50.012,50.16650221191064,51.525128191157286,0.04560327198364016
13,2020-01-14,50.09,50.04,50.141001474607094,48.84185524217351,-0.020340309016233113
14,2020-01-15,54.07,49.798,51.450667649738065,59.04459373933924,0.07945697744060684
15,2020-01-16,53.89,50.57,52.26377843315871,58.38631102450766,-0.003329017939707781
16,2020-01-17,51.1,51.616,51.87585228877248,48.01466026989675,-0.05177212840972349
17,2020-01-18,53.08,52.056000000000004,52.27723485918166,55.0914582905355,0.03874755381604691
18,2020-01-19,48.54,52.446,51.03148990612111,39.629226347236106,-0.08553127354935944
19,2020-01-20,52.24,52.136,51.434326604080745,53.052447747472584,0.07622579316028025
20,2020-01-21,48.99,51.77,50.619551069387164,42.64219615514533,-0.062212863705972433
21,2020-01-22,52.44,50.79,51.226367379591444,54.4915266568728,0.07042253521126751
22,2020-01-23,52.03,51.058,51.494244919727635,52.869053179785126,-0.007818459191456838
23,2020-01-24,52.48,50.848,51.82282994648509,54.718771105588246,0.008648856428983196
24,2020-01-25,50.69,51.636,51.4452199643234,45.78434129302613,-0.03410823170731706
25,2020-01-26,50.61,51.326,51.166813309548935,45.37048374065758,-0.0015782205563227125
26,2020-01-27,51.69,51.65,51.34120887303263,52.60067597356061,0.021339656194427944
27,2020-01-28,49.43,51.5,50.70413924868842,39.073676743391346,-0.04372218997871925
28,2020-01-29,51.04,50.98,50.81609283245895,50.42614469837324,0.03257131296783329
29,2020-01-30,51.84,50.692,51.157395221639305,55.56837618925974,0.015673981191222656
30,2020-01-31,50.54,50.922,50.9515968144262,45.89776642528219,-0.02507716049382724
31,2020-02-01,47.82,50.908,49.907731209617474,31.541442052810993,-0.05381875741986543
32,2020-02-02,47.88,50.134,49.231820806411655,32.126827898194065,0.0012547051442911392
33,2020-02-03,51.18,49.824,49.88121387094111,57.255422559824375,0.06892230576441097
34,2020-02-04,52.47,49.852000000000004,50.74414258062741,63.80360992448079,0.02520515826494723
35,2020-02-05,49.56,49.978,50.34942838708494,44.55653394517349,-0.05546026300743275
36,2020-02-06,49.35,49.782000000000004,50.01628559138996,43.37619356060314,-0.004237288135593238
37,2020-02-07,51.97,50.088,50.667523727593306,59.93025209468952,0.053090172239108356
38,2020-02-08,54.76,50.906,52.031682485062206,71.15522881440646,0.053684818164325555
39,2020-02-09,55.87,51.622,53.31112165670814,74.6823545449698,0.02027027027027026
40,2020-02-10,55.6,52.302,54.07408110447209,72.00522936182276,-0.004832647216753106
41,2020-02-11,54.2,53.51,54.11605406964807,58.42965319260694,-0.02517985611510789
42,2020-02-12,58.81,54.48,55.68070271309872,76.59363618518321,0.08505535055350552
43,2020-02-13,54.97,55.848,55.44380180873248,52.64332870579079,-0.0652950178541065
44,2020-02-14,55.01,55.89,55.29920120582166,52.83536074896446,0.0007276696379843396
45,2020-02-15,58.37,55.718,56.32280080388111,66.92003654397652,0.06107980367205962
46,2020-02-16,57.47,56.272,56.705200535920746,60.8371152725204,-0.015418879561418514
47,2020-02-17,61.03,56.926,58.146800357280505,72.98071377016824,0.061945362797981594
48,2020-02-18,57.35,57.37,57.881200238187006,52.10436078361804,-0.06029821399311813
49,2020-02-19,56.69,57.846,57.48413349212467,48.96433974799334,-0.011508282476024475
50,2020-02-20,56.36,58.182,57.10942232808311,47.18703779734888,-0.005821132474863262
51,2020-02-21,54.48,57.78,56.23294821872208,37.49511533437889,-0.03335699077359834
52,2020-02-22,51.96,57.182,54.80863214581473,27.89516715523075,-0.046255506607929445
53,2020-02-23,54.84,55.368,54.81908809720982,47.20533970922586,0.05542725173210167
54,2020-02-24,51.61,54.866,53.74939206480655,34.320145943793975,-0.05889861415025536
55,2020-02-25,58.27,53.85,55.2562613765377,61.44481094896121,0.12904475876768076
56,2020-02-26,58.55,54.232,56.354174251025135,62.26381123795972,0.004805217092843556
57,2020-02-27,56.89,55.046,56.53278283401676,53.79532437245589,-0.028351836037574664
58,2020-02-28,59.03,56.032000000000004,57.36518855601118,62.101605534670924,0.037616452803656185
59,2020-02-29,55.76,56.87,56.83012570400746,46.228157393376335,-0.05539556157885826
60,2020-03-01,59.94,57.7,57.86675046933831,61.821159204033684,0.07496413199426112
61,2020-03-02,55.96,58.034,57.23116697955888,45.95900326028401,-0.06639973306639968
62,2020-03-03,58.19,57.516,57.550777986372594,54.19104011298321,0.039849892780557485
63,2020-03-04,59.98,57.775999999999996,58.360518657581736,60.26431381122718,0.03076129919230107
64,2020-03-05,59.19,57.966,58.63701243838783,56.15697788633522,-0.013171057019006322
