,Date,Price,SMA,EMA,RSI,Price_Return
0,2020-01-01,249.58,249.58,245.372,0.0,
1,2020-01-02,244.24,244.24,244.9946666666667,0.0,-0.02139594518791571
2,2020-01-03,242.56,242.56,244.18311111111115,0.0,-0.006878480183426166
3,2020-01-04,245.13,245.13,244.4987407407408,0.0,0.010595316622691265
4,2020-01-05,245.35,245.35,244.78249382716055,49.58445487946244,0.0008974829682209394
5,2020-01-06,237.96,245.372,242.50832921810704,48.700568787599565,-0.030120236396983847
6,2020-01-07,244.83,243.048,243.28221947873806,49.741642217304125,0.028870398386283427
7,2020-01-08,244.98,243.166,243.84814631915873,49.7694637570809,0.0006126700159293275
8,2020-01-09,250.49,243.65,246.06209754610583,51.01458044379432,0.02249163196995681
9,2020-01-10,244.85,244.722,245.65806503073725,49.44633559685579,-0.022515868896962013
10,2020-01-11,232.89,244.622,241.40204335382484,45.72074652124134,-0.04884623238717586
11,2020-01-12,251.94,243.608,244.91469556921658,52.80126430778137,0.08179827386319727
12,2020-01-13,230.66,245.03,240.16313037947774,44.665632319509285,-0.08446455505279035
13,2020-01-14,233.07,242.166,237.7987535863185,45.846839860034585,0.010448278851989927
14,2020-01-15,235.1,238.682,236.8991690575457,47.03723439001931,0.008709829664907544
15,2020-01-16,236.22,236.732,236.67277937169712,47.82815933751797,0.0047639302424500405
16,2020-01-17,231.27,237.398,234.87185291446477,44.1829961813354,-0.020955041910083773
17,2020-01-18,235.66,233.264,235.13456860964317,48.53153964933392,0.018982142085008803
18,2020-01-19,245.78,234.264,238.68304573976212,57.96754284732391,0.04294322328778751
19,2020-01-20,248.35,236.806,241.9053638265081,60.27922057314844,0.01045650581821138
20,2020-01-21,248.92,239.456,244.24357588433875,60.87576137530014,0.0022951479766458354
21,2020-01-22,235.43,241.996,241.30571725622585,42.14917621446699,-0.05419411859231874
22,2020-01-23,229.59,242.828,237.40047817081725,36.1340857275287,-0.02480567472284757
23,2020-01-24,235.35,241.614,236.7169854472115,45.6896310446865,0.025088200705605603
24,2020-01-25,245.55,239.528,239.66132363147435,59.20156580642278,0.04333970681963041
25,2020-01-26,233.03,238.968,237.4508824209829,42.8461726001911,-0.05098757890450014
26,2020-01-27,245.66,235.79,240.18725494732195,57.61255397024503,0.054199030167789534
27,2020-01-28,239.42,237.836,239.93150329821464,49.684903961520185,-0.02540096067735899
28,2020-01-29,235.25,239.802,238.37100219880978,44.56266353013952,-0.01741709130398458
29,2020-01-30,228.43,239.782,235.05733479920656,36.80544670230622,-0.028990435706694975
30,2020-01-31,245.88,236.358,238.66488986613774,59.40595438754923,0.07639101694173264
31,2020-02-01,244.24,238.928,240.5232599107585,57.01069097253968,-0.006669920286318474
