,Date,Price,SMA,EMA,RSI,Price_Return
0,2020-01-01,102.96,102.96,100.1,0.0,
1,2020-01-02,103.62,103.62,101.27333333333334,0.0,0.006410256410256516
2,2020-01-03,98.22,98.22,100.25555555555556,0.0,-0.052113491603937516
3,2020-01-04,96.6,96.6,99.03703703703704,0.0,-0.016493585827733706
4,2020-01-05,99.1,99.1,99.05802469135803,49.10689495603887,0.025879917184265012
5,2020-01-06,95.92,100.1,98.01201646090536,48.21992502555946,-0.03208879919273454
6,2020-01-07,101.74,98.692,99.25467764060357,50.27463386696484,0.06067556296914088
7,2020-01-08,101.35,98.316,99.95311842706906,50.10808294627112,-0.0038333005700806034
8,2020-01-09,102.21,98.942,100.70541228471271,50.55954828054687,0.00848544647261963
9,2020-01-10,95.76,100.064,99.05694152314182,46.60582983728156,-0.0631053712943938
10,2020-01-11,104.75,99.396,100.95462768209455,53.00812013634443,0.0938805346700083
11,2020-01-12,98.07,101.16199999999999,99.99308512139638,47.69619397004986,-0.06377088305489266
12,2020-01-13,99.65,100.428,99.87872341426426,49.20125209439367,0.016110941164474483
13,2020-01-14,96.69,100.088,98.81581560950951,46.095122373444376,-0.02970396387355753
14,2020-01-15,94.25,98.984,97.29387707300634,43.27974719269493,-0.025235288033922824
15,2020-01-16,91.86,98.682,95.48258471533757,40.26838105389814,-0.025358090185676398
16,2020-01-17,98.93,96.104,96.63172314355839,52.491492249583736,0.07696494665795785
17,2020-01-18,94.37,96.276,95.87781542903893,45.05782462505202,-0.04609319721014861
18,2020-01-19,99.78,95.22,97.17854361935929,54.593921435999825,0.057327540531948676
19,2020-01-20,97.83,95.83800000000001,97.39569574623954,50.634272065015246,-0.019542994588093835
20,2020-01-21,104.11,96.554,99.6337971641597,61.79052905663352,0.06419298783604213
21,2020-01-22,95.66,99.004,98.30919810943982,44.77243960533773,-0.0811641532993949
22,2020-01-23,98.36,98.35,98.32613207295988,50.24559176107141,0.028224963412084497
23,2020-01-24,103.2,99.148,99.9507547153066,59.286494046665034,0.049206994713298126
24,2020-01-25,98.25,99.832,99.38383647687108,48.11042129079833,-0.04796511627906979
25,2020-01-26,103.65,99.916,100.80589098458073,58.7214299662511,0.05496183206106876
26,2020-01-27,99.56,99.824,100.3905939897205,49.19671127288774,-0.0394597202122528
27,2020-01-28,100.11,100.604,100.29706265981366,50.54509741454878,0.005524306950582534
28,2020-01-29,99.71,100.95400000000001,100.10137510654245,49.35425480154964,-0.003995604834681907
29,2020-01-30,101.66,100.256,100.62091673769498,55.71254936016913,0.019556714471968738
30,2020-01-31,101.42,100.938,100.88727782512998,54.656877039516225,-0.002360810544953717
31,2020-02-01,95.61,100.492,99.12818521675334,34.73826332357399,-0.057286531256162516
32,2020-02-02,102.41,99.702,100.22212347783557,57.43316989456873,0.07112226754523583
33,2020-02-03,100.79,100.16199999999999,100.41141565189038,52.0436100162561,-0.01581876769846685
34,2020-02-04,95.2,100.378,98.67427710126026,37.04805035383104,-0.05546185137414429
35,2020-02-05,103.91,99.086,100.41951806750686,59.67700217317727,0.09149159663865539
36,2020-02-06,97.26,99.584,99.36634537833791,44.43364313936331,-0.0639976903089211
37,2020-02-07,94.93,99.914,97.88756358555861,39.96294400958385,-0.023956405511001422
38,2020-02-08,89.63,98.418,95.13504239037242,31.0733558541405,-0.0558306120299169
39,2020-02-09,88.4,96.186,92.89002826024829,29.189734659363083,-0.01372308378890985
40,2020-02-10,85.67,94.82600000000001,90.48335217349887,24.98737189975388,-0.030882352941176514
41,2020-02-11,84.72,91.178,88.56223478233258,23.51480273222988,-0.011089062682385933
42,2020-02-12,90.86,88.67,89.32815652155506,48.18472221269004,0.07247403210576016
43,2020-02-13,85.67,87.856,88.10877101437003,35.93729798350509,-0.05712084525643845
44,2020-02-14,90.74,87.06400000000001,88.98584734291336,51.11114982673166,0.059180576631259404
45,2020-02-15,81.03,87.532,86.33389822860892,32.61641537879399,-0.10700903680846367
46,2020-02-16,90.68,86.604,87.78259881907262,53.513224247391214,0.11909169443416026
47,2020-02-17,88.66,87.796,88.07506587938175,49.496821631280866,-0.022276135862373293
48,2020-02-18,87.65,87.356,87.93337725292118,47.27901069624856,-0.011391833972479032
49,2020-02-19,92.17,87.752,89.34558483528079,57.845256963886534,0.05156873930405015
50,2020-02-20,92.83,88.038,90.50705655685387,59.33289061916762,0.007160681349679902
51,2020-02-21,86.25,90.398,89.08803770456925,41.20951698606227,-0.07088225789076805
52,2020-02-22,90.66,89.512,89.6120251363795,53.18847483747987,0.051130434782608654
53,2020-02-23,95.64,89.912,91.62135009091968,63.644804354111585,0.05493050959629389
54,2020-02-24,97.27,91.51,93.50423339394646,66.68906329228201,0.017043078209953946
55,2020-02-25,89.68,92.53,92.22948892929764,44.83620889562704,-0.07803022514649932
56,2020-02-26,89.98,91.9,91.47965928619843,45.71507415066351,0.0033452274754683
57,2020-02-27,87.63,92.646,90.19643952413229,39.54590928427987,-0.026116914869971197
58,2020-02-28,84.95,92.04,88.44762634942153,33.165722964524974,-0.030583133630035293
59,2020-02-29,89.4,89.902,88.76508423294769,49.93172905209477,0.05238375515008832
60,2020-03-01,86.83,88.328,88.12005615529846,42.275689179962875,-0.028747203579418425
61,2020-03-02,87.8,87.758,88.01337077019897,46.16974892749738,0.011171254174824357
62,2020-03-03,87.6,87.322,87.87558051346599,45.380736812783034,-0.0022779043280182557
63,2020-03-04,89.92,87.316,88.557053675644,56.22740700371451,0.02648401826484027
64,2020-03-05,83.52,88.31,86.87803578376267,33.37369055560096,-0.07117437722419935
65,2020-03-06,87.29,87.134,87.01535718917512,48.72065908608952,0.04513888888888901
66,2020-03-07,84.66,87.226,86.23023812611675,40.571351167237694,-0.03012945354565253
