,Date,Price,SMA,EMA,RSI,Price_Return
0,2020-01-01,12.5,12.5,13.794,0.0,
1,2020-01-02,27.22,27.22,18.269333333333336,0.0,1.1776
2,2020-01-03,9.32,9.32,15.286222222222225,0.0,-0.6576047024246877
3,2020-01-04,16.07,16.07,15.547481481481483,0.0,0.7242489270386265
4,2020-01-05,3.86,3.86,11.651654320987657,44.35884042831026,-0.7598008711885501
5,2020-01-06,25.55,13.794,16.28443621399177,58.90734624008486,5.619170984455959
6,2020-01-07,28.1,16.404,20.222957475994516,60.42790060539925,0.09980430528375736
7,2020-01-08,6.5,16.580000000000002,15.648638317329679,43.417173027278835,-0.7686832740213523
8,2020-01-09,29.76,16.016000000000002,20.352425544886454,58.96593713978736,3.578461538461539
9,2020-01-10,6.82,18.754,15.841617029924304,44.04485980199974,-0.7708333333333334
10,2020-01-11,4.05,19.346,11.911078019949537,42.42449778373244,-0.406158357771261
11,2020-01-12,4.89,15.046000000000001,9.570718679966358,43.21635992858238,0.20740740740740737
12,2020-01-13,21.09,10.404,13.410479119977573,57.35544176886921,3.312883435582822
13,2020-01-14,33.49,13.322000000000001,20.10365274665172,65.5603448722663,0.5879563774300618
14,2020-01-15,29.46,14.068,23.22243516443448,60.807431792100715,-0.12033442818751869
15,2020-01-16,4.95,18.596,17.13162344295632,39.20160888116439,-0.8319755600814664
16,2020-01-17,27.92,18.776,20.72774896197088,57.070502193408686,4.64040404040404
17,2020-01-18,19.77,23.382,20.40849930798059,50.489215388661634,-0.29190544412607455
18,2020-01-19,30.34,23.118000000000002,23.71899953865373,58.28740398167613,0.5346484572584724
19,2020-01-20,9.01,22.488,18.81599969243582,41.71427510900963,-0.7030323005932761
20,2020-01-21,27.8,18.398,21.81066646162388,55.611941486005826,2.0854605993340734
21,2020-01-22,27.78,22.968,23.800444307749256,55.594304547111676,-0.0007194244604316393
22,2020-01-23,28.22,22.94,25.273629538499506,55.9782373985349,0.015838732901367808
23,2020-01-24,32.43,24.63,27.659086358999673,60.10383772099936,0.14918497519489726
24,2020-01-25,23.87,25.048000000000002,26.39605757266645,48.54173761590105,-0.2639531298180697
25,2020-01-26,32.18,28.02,28.324038381777637,58.280629432254365,0.34813573523250935
26,2020-01-27,29.75,28.896,28.799358921185096,54.509740005390626,-0.07551274083281541
27,2020-01-28,24.42,29.29,27.3395726141234,46.296754443269535,-0.17915966386554616
28,2020-01-29,27.63,28.53,27.436381742748935,51.76759098304549,0.13144963144963134
29,2020-01-30,30.31,27.57,28.394254495165956,56.40262881830466,0.09699601882012304
30,2020-01-31,28.38,28.858,28.389502996777303,51.91192900511859,-0.06367535466842625
31,2020-02-01,29.89,28.098,28.889668664518204,55.38582785545344,0.053206483439041635
32,2020-02-02,3.87,28.126,20.549779109678806,21.66862543743069,-0.8705252592840415
33,2020-02-03,21.47,24.016,20.856519406452538,48.28645258666669,4.547803617571058
34,2020-02-04,23.14,22.784,21.617679604301692,50.289976975803015,0.07778295295761536
35,2020-02-05,10.76,21.35,17.998453069534463,37.00490788672676,-0.5350043215211755
36,2020-02-06,9.27,17.826,15.088968713022977,35.590445380006955,-0.1384758364312268
37,2020-02-07,7.05,13.702,12.409312475348653,33.2251988172457,-0.23948220064724918
38,2020-02-08,31.77,14.338,18.862874983565767,65.31205140706129,3.506382978723404
39,2020-02-09,26.3,16.398,21.341916655710513,57.64972531391921,-0.17217500786905882
40,2020-02-10,3.75,17.03,15.477944437140344,35.92877105137953,-0.8574144486692016
41,2020-02-11,29.49,15.628,20.14862962476023,58.3301785982311,6.864
42,2020-02-12,16.64,19.672,18.97908641650682,47.88301611018252,-0.4357409291285181
